filepath,sb_id,time_uploaded_to_sb
out_xml/03_observations_sb.xml,5db81985e4b0b0c58b5a4c41,2021-06-08 15:00 UTC
out_data/03_temperature_observations.zip,5db81985e4b0b0c58b5a4c41,2021-05-26 13:50 UTC
