filepath,sb_id,time_uploaded_to_sb
out_xml/06_habitat_sb.xml,5db819bbe4b0b0c58b5a4c47,2021-07-14 15:23 UTC
out_data/6_glm2pb0_annual_metrics.csv,5db819bbe4b0b0c58b5a4c47,2021-06-02 13:34 UTC
out_data/6_glm2pball_annual_metrics.csv,5db819bbe4b0b0c58b5a4c47,2021-06-02 13:34 UTC
